                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.9929,                 1.1916,                 1.3783,                0.55972,                0.35039,                0.40232,                0.16983,                 2.6103,                 1.8236,                 1.7652,             0.00062298,             0.00062298,             0.00062298
                     22,                 1.9917,                 1.1843,                 1.3719,                0.46417,                 0.3621,                 0.3939,                0.16833,                  2.605,                 1.9013,                 1.7731,             0.00062078,             0.00062078,             0.00062078
                     23,                 2.0954,                 1.2878,                 1.4313,                0.53724,                0.39169,                0.42994,                0.16721,                 2.5997,                 1.9703,                  1.784,             0.00061858,             0.00061858,             0.00061858
                     24,                 1.9357,                 1.1803,                 1.3395,                0.69495,                0.35612,                0.44973,                0.16599,                 2.6162,                 2.0874,                 1.8211,             0.00061637,             0.00061637,             0.00061637
                     25,                 1.9634,                 1.1578,                 1.3449,                0.42699,                0.47619,                 0.4998,                0.16739,                 2.6218,                 2.1237,                 1.8146,             0.00061417,             0.00061417,             0.00061417
                     26,                 1.9021,                 1.1784,                 1.3352,                0.35073,                0.37693,                0.39714,                0.16547,                 2.6088,                 2.0354,                 1.8149,             0.00061197,             0.00061197,             0.00061197
                     27,                 2.0422,                 1.1684,                  1.419,                0.58773,                0.30348,                0.42184,                0.16943,                 2.5932,                 2.1054,                 1.8123,             0.00060977,             0.00060977,             0.00060977
                     28,                 1.9419,                 1.0551,                 1.4182,                0.65923,                0.25813,                0.34933,                0.13946,                 2.6554,                 2.5027,                 1.9415,             0.00060757,             0.00060757,             0.00060757
                     29,                 1.9518,                  1.117,                 1.3767,                 0.6411,                0.28094,                0.38232,                0.15399,                 2.7224,                 2.4419,                  1.991,             0.00060537,             0.00060537,             0.00060537
                     30,                 2.0254,                 1.1346,                  1.362,                0.45685,                0.39012,                 0.4094,                   0.16,                 2.7347,                  2.348,                 1.9841,             0.00060317,             0.00060317,             0.00060317
                     31,                 1.9598,                 1.1212,                 1.3825,                0.69222,                0.37421,                0.39854,                 0.1512,                 2.7504,                 2.2909,                 1.9627,             0.00060097,             0.00060097,             0.00060097
                     32,                 1.9699,                 1.1056,                 1.3069,                0.52435,                0.44789,                   0.46,                0.17773,                 2.6011,                 1.9268,                 1.8043,             0.00059877,             0.00059877,             0.00059877
                     33,                 2.0165,                 1.1426,                 1.3465,                0.61546,                 0.3767,                0.44505,                0.17589,                 2.5616,                 1.8532,                 1.7591,             0.00059656,             0.00059656,             0.00059656
                     34,                 1.9504,                 1.1013,                 1.3593,                0.57719,                0.38832,                 0.4279,                0.16405,                  2.583,                 1.8342,                 1.7706,             0.00059436,             0.00059436,             0.00059436
                     35,                 1.9283,                 1.1016,                 1.3121,                0.58544,                 0.4272,                0.41377,                 0.1523,                 2.6329,                 1.9499,                  1.824,             0.00059216,             0.00059216,             0.00059216
                     36,                 1.9638,                 1.0894,                 1.3244,                0.45729,                0.43934,                0.44878,                0.18053,                 2.6007,                  1.769,                 1.8062,             0.00058996,             0.00058996,             0.00058996
                     37,                 1.7614,                 1.0325,                 1.2795,                0.68991,                0.39761,                0.44813,                0.15842,                 2.6087,                 1.8261,                 1.8022,             0.00058776,             0.00058776,             0.00058776
                     38,                 1.9376,                 1.0684,                 1.2825,                0.35997,                0.40398,                0.36969,                 0.1396,                 2.6178,                 1.8637,                 1.8225,             0.00058556,             0.00058556,             0.00058556
                     39,                 1.8503,                 1.0373,                 1.2898,                0.37034,                0.34659,                0.37272,                0.13687,                 2.6756,                 1.9578,                 1.8793,             0.00058336,             0.00058336,             0.00058336
                     40,                 1.8989,                 1.1364,                 1.2893,                0.59505,                0.36972,                0.40642,                0.14652,                 2.6481,                 1.8273,                 1.8496,             0.00058116,             0.00058116,             0.00058116
                     41,                 1.9857,                 1.0865,                 1.3265,                0.47075,                0.44244,                0.44079,                0.16645,                 2.6351,                 1.8956,                 1.8408,             0.00057896,             0.00057896,             0.00057896
                     42,                 1.8621,                0.98526,                 1.2787,                0.43561,                0.51589,                0.48337,                0.17483,                 2.6325,                 2.0664,                 1.8609,             0.00057675,             0.00057675,             0.00057675
                     43,                 1.8006,                 0.9736,                 1.2835,                0.61522,                0.43089,                0.49851,                0.19297,                 2.6399,                 2.1124,                 1.8585,             0.00057455,             0.00057455,             0.00057455
                     44,                 1.8333,                 1.0349,                 1.2795,                0.71384,                0.42557,                0.54126,                0.23363,                 2.6018,                 2.2107,                 1.8141,             0.00057235,             0.00057235,             0.00057235
                     45,                  1.841,                0.99764,                 1.3235,                0.66943,                0.52981,                0.56414,                0.23413,                 2.6113,                  1.798,                 1.7944,             0.00057015,             0.00057015,             0.00057015
                     46,                 1.8037,                0.96386,                 1.2892,                 0.5649,                0.53328,                0.55393,                0.23685,                 2.6347,                 1.6454,                  1.792,             0.00056795,             0.00056795,             0.00056795
                     47,                 1.7525,                0.95615,                 1.3337,                0.56469,                0.55089,                0.55076,                0.22585,                 2.6485,                 1.6145,                 1.8124,             0.00056575,             0.00056575,             0.00056575
                     48,                 1.8287,                0.97157,                 1.2664,                0.63982,                 0.5057,                0.54272,                0.21655,                 2.7011,                 1.6674,                 1.8358,             0.00056355,             0.00056355,             0.00056355
                     49,                 1.7435,                0.95534,                  1.279,                0.63048,                0.54309,                0.56488,                0.22821,                 2.6896,                 1.6812,                 1.8105,             0.00056135,             0.00056135,             0.00056135
                     50,                 1.7774,                0.98169,                 1.2705,                0.62152,                0.57783,                0.59256,                0.22979,                  2.694,                 1.6593,                 1.7996,             0.00055915,             0.00055915,             0.00055915
                     51,                 1.7452,                0.89058,                 1.2342,                0.63535,                0.58054,                 0.5941,                0.23073,                 2.6875,                 1.6507,                 1.8147,             0.00055694,             0.00055694,             0.00055694
                     52,                 1.6767,                 0.8881,                 1.2588,                0.68187,                0.56539,                0.59834,                0.25385,                 2.6326,                 2.0176,                 1.7966,             0.00055474,             0.00055474,             0.00055474
                     53,                 1.7255,                0.94065,                 1.2094,                0.62942,                0.56843,                0.59538,                0.25251,                 2.6448,                 2.0567,                 1.8052,             0.00055254,             0.00055254,             0.00055254
                     54,                 1.7618,                0.94453,                 1.2675,                0.62463,                0.57289,                0.59331,                0.22031,                 2.6547,                 1.8875,                 1.8051,             0.00055034,             0.00055034,             0.00055034
                     55,                  1.638,                0.89498,                 1.2338,                0.64914,                0.54764,                0.57377,                0.21582,                 2.6742,                 1.7577,                 1.8224,             0.00054814,             0.00054814,             0.00054814
                     56,                 1.7022,                0.93403,                 1.2089,                0.54561,                0.46595,                0.49748,                0.19327,                  2.632,                 1.7031,                 1.8184,             0.00054594,             0.00054594,             0.00054594
                     57,                 1.6796,                 0.9084,                 1.1802,                0.55058,                 0.4661,                0.49356,                0.18489,                 2.6347,                 1.6919,                 1.8239,             0.00054374,             0.00054374,             0.00054374
                     58,                 1.7149,                0.96184,                 1.2341,                0.48065,                0.46727,                0.45772,                0.17019,                  2.692,                 1.6805,                 1.8653,             0.00054154,             0.00054154,             0.00054154
                     59,                 1.6265,                 0.8748,                 1.2251,                0.47716,                0.43772,                0.43688,                0.16977,                 2.7558,                 1.7067,                 1.9072,             0.00053934,             0.00053934,             0.00053934
                     60,                 1.5647,                0.84645,                 1.1793,                0.45843,                0.42127,                0.41735,                0.15577,                 2.7842,                 1.8525,                 1.9449,             0.00053714,             0.00053714,             0.00053714
                     61,                 1.6406,                0.84718,                 1.1956,                0.48859,                0.38084,                0.42837,                0.16931,                 2.7678,                 1.8193,                 1.9423,             0.00053493,             0.00053493,             0.00053493
                     62,                 1.6221,                0.83862,                 1.1896,                0.49981,                0.38406,                0.41047,                0.16777,                  2.758,                 1.8045,                 1.9334,             0.00053273,             0.00053273,             0.00053273
                     63,                 1.6311,                0.84416,                 1.1706,                0.54031,                 0.4026,                0.43919,                0.17625,                 2.7136,                 1.8155,                 1.8931,             0.00053053,             0.00053053,             0.00053053
                     64,                 1.5716,                0.82806,                 1.1708,                0.51674,                0.43711,                0.45422,                0.19309,                 2.6841,                 1.8695,                  1.902,             0.00052833,             0.00052833,             0.00052833
                     65,                 1.5441,                0.80384,                  1.154,                 0.5041,                0.44681,                0.45097,                0.19365,                 2.6677,                 1.8507,                 1.9139,             0.00052613,             0.00052613,             0.00052613
                     66,                 1.5723,                0.80018,                 1.1919,                0.47551,                0.44354,                0.43879,                0.18357,                 2.6834,                 1.8662,                 1.9246,             0.00052393,             0.00052393,             0.00052393
                     67,                 1.6058,                0.86181,                 1.1984,                0.47435,                0.45171,                0.43217,                0.17283,                 2.7469,                 1.8524,                 1.9685,             0.00052173,             0.00052173,             0.00052173
                     68,                 1.6019,                0.89083,                 1.2088,                0.41303,                0.44345,                0.42707,                0.17804,                 2.7616,                 1.8776,                 1.9995,             0.00051953,             0.00051953,             0.00051953
                     69,                 1.6694,                0.84115,                 1.1337,                0.43086,                 0.4069,                0.42062,                0.18053,                 2.7832,                 1.8433,                  2.001,             0.00051733,             0.00051733,             0.00051733
                     70,                  1.576,                0.80381,                 1.1846,                0.47336,                0.44531,                0.44143,                0.18632,                 2.8281,                 1.8395,                 2.0054,             0.00051512,             0.00051512,             0.00051512
                     71,                 1.4934,                0.80023,                  1.174,                0.54606,                0.43278,                0.45599,                0.18603,                 2.8242,                 1.8433,                 1.9923,             0.00051292,             0.00051292,             0.00051292
                     72,                 1.4891,                0.80262,                  1.169,                0.49724,                0.49733,                0.49382,                0.19611,                 2.7386,                 1.8117,                 1.9427,             0.00051072,             0.00051072,             0.00051072
                     73,                  1.488,                0.80023,                 1.1778,                0.54068,                0.49757,                0.48461,                 0.1904,                 2.7178,                 1.7599,                 1.9353,             0.00050852,             0.00050852,             0.00050852
                     74,                 1.6071,                0.82397,                 1.1678,                0.54831,                0.51756,                0.49802,                0.20476,                 2.7128,                 1.7141,                 1.9289,             0.00050632,             0.00050632,             0.00050632
                     75,                  1.447,                0.75023,                 1.1874,                0.59247,                0.50784,                0.50311,                0.20617,                 2.7524,                 1.6543,                 1.9661,             0.00050412,             0.00050412,             0.00050412
                     76,                 1.4541,                0.76309,                  1.155,                0.56143,                0.51408,                0.48263,                0.20019,                  2.758,                 1.6251,                 1.9957,             0.00050192,             0.00050192,             0.00050192
                     77,                 1.5494,                0.79373,                    1.1,                0.55468,                 0.5054,                0.48818,                0.19235,                 2.7569,                 1.6397,                  1.997,             0.00049972,             0.00049972,             0.00049972
                     78,                 1.4721,                0.75229,                 1.1186,                0.55072,                0.44463,                0.46256,                0.18716,                 2.7431,                 1.6399,                  1.982,             0.00049752,             0.00049752,             0.00049752
                     79,                 1.4494,                0.73982,                  1.147,                0.53841,                0.50691,                0.51363,                0.20009,                 2.7128,                 1.6353,                 1.9757,             0.00049531,             0.00049531,             0.00049531
                     80,                   1.49,                 0.7741,                 1.1443,                0.52348,                0.49975,                0.47137,                 0.2024,                 2.7076,                 1.6864,                 1.9732,             0.00049311,             0.00049311,             0.00049311
                     81,                 1.4371,                0.78705,                 1.1637,                0.48209,                0.50174,                0.48879,                0.19848,                 2.7031,                 1.6867,                 1.9535,             0.00049091,             0.00049091,             0.00049091
                     82,                 1.4632,                0.76671,                 1.1151,                0.57628,                0.44975,                 0.5098,                0.20321,                 2.6895,                 1.6337,                  1.932,             0.00048871,             0.00048871,             0.00048871
                     83,                 1.5272,                0.79664,                 1.1446,                0.56204,                 0.4564,                0.48358,                0.20127,                 2.6613,                 1.6502,                 1.9047,             0.00048651,             0.00048651,             0.00048651
                     84,                 1.4531,                0.73733,                  1.088,                0.50054,                0.50387,                0.45886,                0.18997,                 2.6662,                 1.7755,                 1.8851,             0.00048431,             0.00048431,             0.00048431
                     85,                   1.39,                0.74143,                 1.0932,                0.51026,                0.58814,                0.49986,                0.19654,                 2.6707,                 1.8518,                 1.8874,             0.00048211,             0.00048211,             0.00048211
                     86,                 1.4383,                0.77731,                 1.0914,                0.56465,                0.56177,                0.54434,                0.19859,                 2.6949,                 1.8762,                 1.9051,             0.00047991,             0.00047991,             0.00047991
                     87,                  1.482,                0.79642,                  1.106,                0.55965,                0.57541,                0.52708,                0.20343,                 2.6992,                 1.7773,                 1.9226,             0.00047771,             0.00047771,             0.00047771
                     88,                 1.4511,                0.73559,                 1.1311,                0.60709,                0.55709,                 0.5482,                0.19963,                 2.7419,                 1.6232,                 1.9939,              0.0004755,              0.0004755,              0.0004755
                     89,                 1.4149,                0.72017,                 1.0813,                0.57678,                0.55568,                0.53956,                0.19023,                 2.7677,                  1.627,                 2.0255,              0.0004733,              0.0004733,              0.0004733
                     90,                 1.3874,                0.71788,                 1.1248,                0.62977,                0.49717,                0.54701,                0.18688,                 2.7449,                 1.6484,                  2.004,              0.0004711,              0.0004711,              0.0004711
                     91,                 1.5151,                0.79658,                 1.1471,                0.61584,                0.53999,                0.58799,                0.21049,                 2.7058,                 1.6584,                 1.9686,              0.0004689,              0.0004689,              0.0004689
                     92,                 1.4551,                0.75015,                 1.1185,                  0.606,                0.58569,                0.60476,                0.22157,                 2.6887,                 1.6485,                 1.9431,              0.0004667,              0.0004667,              0.0004667
                     93,                 1.3983,                 0.7327,                 1.1098,                0.57839,                0.60437,                0.59035,                0.20881,                 2.7273,                   1.69,                 1.9748,              0.0004645,              0.0004645,              0.0004645
                     94,                 1.4582,                0.75175,                 1.0774,                0.52977,                0.54894,                0.52731,                0.20018,                 2.7484,                 1.7487,                 2.0009,              0.0004623,              0.0004623,              0.0004623
                     95,                 1.3546,                0.70847,                 1.0856,                0.42933,                0.59973,                0.50206,                0.20496,                  2.733,                 1.7427,                 1.9988,              0.0004601,              0.0004601,              0.0004601
                     96,                 1.3408,                0.68499,                 1.0429,                0.63624,                0.54412,                0.56328,                0.21572,                 2.7329,                 1.7303,                 2.0088,              0.0004579,              0.0004579,              0.0004579
                     97,                 1.3907,                 0.7301,                 1.1056,                0.62292,                 0.5441,                0.56296,                0.20602,                 2.7271,                  1.737,                 2.0155,             0.00045569,             0.00045569,             0.00045569
                     98,                 1.3931,                0.73085,                 1.0615,                0.60905,                0.55709,                0.56197,                0.20449,                 2.7207,                 1.7394,                 1.9995,             0.00045349,             0.00045349,             0.00045349
                     99,                 1.4036,                0.70348,                 1.0477,                0.59148,                0.56887,                0.57057,                0.21662,                 2.7189,                 1.7062,                 1.9848,             0.00045129,             0.00045129,             0.00045129
                    100,                  1.276,                0.68291,                 1.0684,                0.67138,                0.56279,                0.57755,                0.23484,                 2.7039,                 1.6714,                 1.9666,             0.00044909,             0.00044909,             0.00044909
                    101,                 1.2275,                0.64591,                 1.0705,                0.61212,                 0.5637,                0.56021,                0.22645,                  2.701,                 1.6938,                  1.959,             0.00044689,             0.00044689,             0.00044689
                    102,                 1.2689,                0.64491,                 1.0354,                0.59696,                 0.5596,                0.57234,                0.22727,                 2.6859,                 1.7121,                 1.9604,             0.00044469,             0.00044469,             0.00044469
                    103,                 1.2969,                0.66345,                 1.0638,                0.62278,                0.55625,                0.58622,                0.23211,                 2.6808,                 1.7228,                 1.9686,             0.00044249,             0.00044249,             0.00044249
                    104,                 1.2535,                0.63363,                  1.043,                0.62433,                0.56204,                0.59108,                0.23223,                 2.7305,                 1.7544,                 2.0017,             0.00044029,             0.00044029,             0.00044029
                    105,                  1.302,                0.64855,                 1.0542,                0.58712,                0.57348,                0.58737,                0.22507,                 2.7395,                   1.78,                 2.0295,             0.00043809,             0.00043809,             0.00043809
                    106,                 1.3209,                0.67588,                 1.0551,                0.62282,                0.56626,                0.57914,                0.21988,                 2.7544,                 1.8579,                 2.0494,             0.00043588,             0.00043588,             0.00043588
                    107,                 1.3005,                 0.6832,                 1.0451,                0.64183,                0.54984,                0.57194,                0.21267,                 2.7554,                 1.9285,                 2.0627,             0.00043368,             0.00043368,             0.00043368
                    108,                 1.2809,                0.65497,                 1.0326,                 0.5707,                0.52054,                0.50644,                0.21094,                 2.7674,                 1.9218,                 2.0765,             0.00043148,             0.00043148,             0.00043148
                    109,                 1.2692,                0.63947,                 1.0151,                0.55854,                0.51998,                0.49679,                0.20586,                 2.7698,                  1.947,                 2.0802,             0.00042928,             0.00042928,             0.00042928
                    110,                 1.2645,                0.65732,                 1.0455,                 0.5725,                0.51126,                0.50055,                 0.2099,                  2.784,                 1.9332,                 2.1002,             0.00042708,             0.00042708,             0.00042708
                    111,                 1.2605,                0.64553,                 1.0466,                0.58919,                0.49339,                0.49632,                 0.2141,                 2.8064,                 1.9602,                 2.1106,             0.00042488,             0.00042488,             0.00042488
                    112,                 1.1624,                0.60512,                 1.0226,                0.60686,                0.49058,                0.53324,                0.21583,                  2.762,                 1.8692,                 2.0765,             0.00042268,             0.00042268,             0.00042268
                    113,                 1.2408,                0.60332,                 1.0183,                 0.6401,                0.46701,                0.54147,                0.21691,                 2.7691,                  1.853,                 2.0796,             0.00042048,             0.00042048,             0.00042048
                    114,                 1.2643,                0.66578,                 1.0151,                0.56108,                0.50529,                0.48558,                0.21173,                 2.8042,                 1.8416,                 2.1081,             0.00041828,             0.00041828,             0.00041828
                    115,                 1.2401,                0.63117,                 1.0223,                0.47116,                0.50328,                 0.4808,                0.21605,                 2.8053,                 1.8046,                 2.0993,             0.00041607,             0.00041607,             0.00041607
                    116,                  1.228,                0.62094,                 1.0213,                0.57097,                0.51269,                 0.5111,                0.20911,                 2.7514,                  1.751,                 2.0853,             0.00041387,             0.00041387,             0.00041387
                    117,                 1.2213,                0.63254,                 1.0105,                0.57727,                0.50434,                0.51166,                0.21284,                 2.7555,                 1.7772,                 2.1104,             0.00041167,             0.00041167,             0.00041167
                    118,                 1.1852,                0.61075,                0.99352,                0.52022,                0.51018,                0.52465,                0.20501,                 2.7675,                 1.8018,                 2.1382,             0.00040947,             0.00040947,             0.00040947
                    119,                 1.2449,                0.64035,                 1.0305,                0.50131,                0.52541,                0.50528,                0.21213,                  2.768,                 1.8492,                 2.1498,             0.00040727,             0.00040727,             0.00040727
                    120,                  1.199,                0.62468,                 1.0274,                0.53317,                0.57669,                0.53881,                0.21092,                 2.7426,                 1.9105,                 2.1502,             0.00040507,             0.00040507,             0.00040507
                    121,                 1.2382,                0.60428,                 1.0383,                0.53745,                0.55906,                0.52312,                0.20874,                 2.7723,                 1.9121,                 2.1591,             0.00040287,             0.00040287,             0.00040287
                    122,                 1.1943,                0.61865,                 1.0079,                0.50973,                  0.514,                0.49348,                0.20867,                 2.8023,                 1.8784,                 2.1562,             0.00040067,             0.00040067,             0.00040067
                    123,                 1.1414,                0.58963,                0.99281,                0.50087,                 0.5042,                0.49591,                0.20703,                 2.8108,                 1.8386,                 2.1498,             0.00039847,             0.00039847,             0.00039847
                    124,                 1.1589,                0.59128,                0.99334,                0.56558,                0.52927,                0.54748,                0.22842,                 2.7345,                 1.8253,                 2.1278,             0.00039626,             0.00039626,             0.00039626
                    125,                 1.1316,                0.57769,                0.98846,                0.56595,                 0.5194,                0.55748,                0.23653,                  2.735,                 1.8484,                 2.1385,             0.00039406,             0.00039406,             0.00039406
                    126,                 1.1455,                0.59593,                0.99305,                0.61102,                0.56298,                 0.5781,                0.25352,                 2.7367,                 1.8613,                 2.1455,             0.00039186,             0.00039186,             0.00039186
                    127,                  1.142,                0.57415,                0.98587,                0.57617,                0.58307,                0.58039,                0.24675,                 2.7416,                 1.8908,                 2.1303,             0.00038966,             0.00038966,             0.00038966
                    128,                 1.1093,                0.56357,                0.99111,                0.55377,                0.60712,                0.57305,                0.22779,                 2.7099,                 1.8688,                 2.0886,             0.00038746,             0.00038746,             0.00038746
                    129,                 1.1425,                0.59442,                 1.0087,                0.44716,                0.56336,                0.50967,                0.20813,                 2.7211,                 1.8549,                 2.0787,             0.00038526,             0.00038526,             0.00038526
                    130,                 1.1732,                0.58545,                  1.019,                0.44604,                0.54499,                0.50695,                0.19994,                 2.7414,                 1.8833,                 2.0844,             0.00038306,             0.00038306,             0.00038306
                    131,                 1.1585,                0.58195,                 0.9865,                0.46973,                0.52049,                 0.4906,                0.19649,                 2.7619,                  1.885,                 2.0871,             0.00038086,             0.00038086,             0.00038086
                    132,                 1.1039,                0.56484,                 0.9928,                0.46888,                0.46288,                0.45241,                0.19586,                 2.7949,                 1.8813,                 2.1325,             0.00037866,             0.00037866,             0.00037866
                    133,                 1.0928,                0.55234,                0.98002,                0.46965,                0.46348,                0.44219,                0.19005,                 2.8129,                 1.8659,                 2.1709,             0.00037645,             0.00037645,             0.00037645
                    134,                 1.1075,                0.55152,                0.96239,                0.54276,                0.51017,                0.47986,                0.19879,                 2.8032,                 1.8179,                 2.1953,             0.00037425,             0.00037425,             0.00037425
                    135,                 1.1235,                0.55736,                0.98872,                0.58719,                0.49013,                0.51941,                0.21879,                 2.7986,                 1.7839,                 2.2031,             0.00037205,             0.00037205,             0.00037205
                    136,                  1.197,                0.59678,                0.98518,                0.54488,                  0.433,                0.46208,                0.20885,                 2.7916,                 1.7224,                  2.199,             0.00036985,             0.00036985,             0.00036985
                    137,                 1.1005,                0.56927,                 1.0023,                0.56358,                0.51913,                0.49372,                 0.2122,                 2.7824,                 1.7274,                 2.1937,             0.00036765,             0.00036765,             0.00036765
                    138,                 1.0779,                0.55548,                0.97039,                0.59545,                 0.5574,                0.55964,                0.21819,                 2.7761,                  1.741,                 2.1862,             0.00036545,             0.00036545,             0.00036545
                    139,                0.99347,                 0.5032,                0.96157,                0.64945,                0.52799,                0.56757,                0.22834,                 2.7799,                  1.792,                 2.1935,             0.00036325,             0.00036325,             0.00036325
                    140,                 1.1102,                0.55476,                0.96915,                0.65324,                0.55217,                0.57997,                0.24968,                 2.7923,                 1.8084,                 2.2371,             0.00036105,             0.00036105,             0.00036105
                    141,                 1.0959,                0.55708,                0.96565,                0.61946,                0.57964,                0.58083,                0.23578,                  2.823,                 1.8115,                 2.2505,             0.00035885,             0.00035885,             0.00035885
                    142,                 1.0351,                 0.5275,                0.95126,                0.61884,                0.57476,                0.59599,                0.22976,                 2.8407,                 1.8158,                 2.2489,             0.00035664,             0.00035664,             0.00035664
                    143,                 1.0832,                0.54219,                 0.9497,                0.61588,                0.57267,                0.59634,                 0.2324,                 2.8452,                   1.81,                 2.2517,             0.00035444,             0.00035444,             0.00035444
                    144,                 1.0398,                0.54011,                0.96221,                0.63839,                0.55119,                0.60218,                0.22941,                 2.8458,                 1.8462,                 2.2488,             0.00035224,             0.00035224,             0.00035224
                    145,                  1.102,                0.55661,                0.98876,                0.62446,                0.55361,                0.58523,                0.22217,                 2.8343,                 1.8389,                 2.2493,             0.00035004,             0.00035004,             0.00035004
                    146,                  1.062,                0.53258,                0.97423,                0.59406,                0.55637,                0.57851,                0.21668,                 2.8213,                 1.8474,                 2.2418,             0.00034784,             0.00034784,             0.00034784
                    147,                 1.0075,                0.51588,                0.95593,                0.62275,                0.55342,                0.56409,                0.22783,                 2.8191,                 1.8628,                 2.2279,             0.00034564,             0.00034564,             0.00034564
                    148,                 1.0585,                0.52963,                0.95183,                0.59574,                0.58008,                0.55215,                0.22731,                 2.8027,                 1.9754,                 2.2087,             0.00034344,             0.00034344,             0.00034344
                    149,                  1.021,                0.50577,                0.96507,                0.59165,                0.58382,                0.55353,                0.21555,                 2.7665,                 1.9915,                 2.1813,             0.00034124,             0.00034124,             0.00034124
                    150,                  1.107,                0.53309,                0.96354,                0.55443,                0.50776,                0.52137,                0.21447,                 2.7616,                 2.0255,                 2.1683,             0.00033904,             0.00033904,             0.00033904
                    151,                  1.022,                0.51546,                  1.002,                 0.5305,                0.54678,                 0.5298,                0.22241,                  2.769,                 2.0486,                 2.1631,             0.00033683,             0.00033683,             0.00033683
                    152,                 1.0493,                0.51978,                0.93262,                0.58793,                0.54017,                0.53805,                0.23408,                 2.7418,                 2.0423,                 2.1324,             0.00033463,             0.00033463,             0.00033463
